id,categoryname,en,ja,jaji,zh,zhji,ko,koji,de,ru,ruji,fr,es,it,ta,taji,te,teji,kn
1049,Food,sandwich,サンドイッチ,sandoitchi,三明治,sānmíngzhì,샌드위치,saendeuwichi,das Sandwich,бутерброд-сэндвич,buterbrod-sendvich,le sandwich,el sándwich,il sandwich,சாண்ட்விச்,cāṇṭvic,మధ్యలో పదార్థం నింపిన రెండు ముక్కలు,śāṇḍ vic,ಸ್ಯಾಂಡ್ವಿಚ್
1050,Food,sauce,ソース,sōsu,酱汁,jiàng zhī,소스,soseu,die Soße,соус,sous,la sauce,la salsa,la salsa,சாஸ்,cās,జావ,sās,ಗೊಜ್ಜು / ಸಾಸ್
1051,Food,sausage,ソーセージ,sōsēji,香肠,xiāngcháng,소시지,sosiji,die Wurst,колбаса,kolbasa,la saucisse,la salchicha,la salsiccia,கொத்திறைச்சி,kottiṟaicci,నిల్వ చేయబడిన పదార్థము,sāsēj,ಸಾಸೆಜ್
1052,Food,sesame,ごま,goma,芝麻,zhīma,참깨,chamkkae,der Sesam,кунжут,kunzhut,le sésame,el sésamo,il sesamo,எள்,eḷ,నువ్వుల మొక్క,nuvvulu,ಎಳ್ಳು
1053,Food,soup,スープ,sūpu,汤,tāng,수프,supeu,die Suppe,суп,sup,la soupe,la sopa,la zuppa,சூப்,cūp,పులుసు,pulusu,ಸಾರು/ ಸೂಪ್
1054,Food,spaghetti,スパゲッティ,supagetti,意大利面条,yìdàlì miàntiáo,스파게티,seupageti,die Spaghetti,спагетти,spagetti,les spaghettis,los espaguetis,gli spaghetti,ஸ்பாகட்டி,spākaṭṭi,స్ఫగెట్టి,sphāgeṭṭi,ದಪ್ಪ ಶಾವಿಗೆ
1055,Food,spice,香辛料,kōshinryō,香料,xiāngliào,향신료,hyangsinlyo,das Gewürz,специи,spetsii,l'épice,la especia,la spezia,மசாலா,macālā,సుగంధ ద్రవ్యము,sugandha dravyamu,ಸಾಂಬಾರ ಪದಾರ್ಥ
1056,Food,steak,ステーキ,sutēki,牛排,niúpái,스테이크,seuteikeu,das Steak,стейк,steyk,le steak,el bistec,la bistecca,மாமிசம்,māmicam,పశువుల మాంసము,paśumānsamu,ಬೇಯಿಸಿದ ಮಾಂಸದ ತುಂಡು
1057,Food,strawberry tart,イチゴタルト,ichigotaruto,草莓蛋糕,cǎoméi dàngāo,딸기 타트,ttalgi tateu,die Erdbeertorte,клубничный торт,klubnichnyy tort,la tarte aux fraises,la tarta de fresas,la torta di fragole,ஸ்ட்ராபெரி டார்ட்,sṭrāperi ṭārṭ,స్ట్రాబెర్రీ టార్ట్,sṭrāberrī ṭārṭ,ಸ್ಟ್ರಾಬೆರಿ ಕಡುಬು
1058,Food,sugar,砂糖,satō,糖,táng,설탕,seoltang,der Zucker,сахар,sakhar,le sucre,el azúcar,lo zucchero,சர்க்கரை,carkkarai,చక్కెర,pan̄cadāra,ಸಕ್ಕರೆ
1059,Food,sundae,サンデー,sandē,圣代冰激凌,shèng dài bīngjīlíng,선디,seondi,der Eisbecher,мороженое в стаканчике,morozhenoye v stakanchike,le petit pot de glace,la copa de helado,la coppa gelato,ஸன்டேய் ஐஸ்க்ரீம்,saṉṭēy aiskrīm,ఎండిన పళ్ళు,san ḍē,ಐಸ್ ಕ್ರೀಂ ತಿನಿಸು
1060,Food,sunflower seeds,ひまわりの種,himawarinotane,葵花籽,kuíhuā zǐ,해바라기씨,haebalagissi,die Sonnenblumenkerne,семена подсолнечника,semena podsolnechnika,les graines de tournesol,las pipas,i semi di girasole,சூரியகாந்தி விதைகள்,cūriyakānti vitaikaḷ,పొద్దుతిరుగుడు విత్తనాలు,poddutiruguḍu gin̄jalu,ಸೂರ್ಯಕಾಂತಿ ಬೀಜ
1061,Food,sushi,寿司,sushi,寿司,shòusī,초밥,chobab,das Sushi,суши,sushi,le sushi,el sushi,il sushi,சுஷி,cuṣi,సుశి,suṣi,ಸೂಶಿ
1062,Food,tart,タルト,taruto,蛋糕,dàngāo,타트,tateu,die Torte,торт,tort,la tarte,la tarta,la torta,தொண்ணைப்பணியாரம்,toṇṇaippaṇiyāram,ఒక రకం తీపి పదార్థము,ṭārṭ,ಟಾರ್ಟ್
1063,Food,toast,トースト,tōsuto,烤面包,kǎo miànbāo,토스트,toseuteu,der Toast,гренок,grenok,le toast,la tostada,il tost,வாட்டிய ரொட்டி,vāṭṭiya roṭṭi,అభినందించి త్రాగుట,ṭōsṭ,ಸುಟ್ಟ ಬ್ರೆಡ್
1064,Food,waffle,ワッフル,waffuru,华夫饼干,huá fū bǐnggān,와플,wapeul,die Waffel,вафля,vaflya,la gaufre,el gofre,la cialda,வாஃபல்,vāḥpal,ఊక దంపుడు,vāphil,ದೋಸೆ
1065,Food,waiter,ウェイター,u~eitā,服务员,fúwù yuán,웨이터,weiteo,die Bedienung,официант,ofitsiant,le serveur,el camarero,il cameriere,பணியாள்,paṇiyāḷ,సేవకుడు,veyiṭar,ಪರಿಚಾರಕ
1066,Food,walnut,クルミ,kurumi,核桃,hétáo,호두,hodu,die Walnuss,грецкий орех,gretskiy orekh,la noix,la nuez,il noce,வாதுமை கொட்டை,vātumai koṭṭai,అక్రోటు కాయ,akrōṭu kāya,ವಾಲ್ ನಟ್
1067,Occupations,architect,建築家,kenchikka,建筑师,jiànzhú shī,건축가,geonchugga,der Architekt,архитектор,arkhitektor,l'architecte,el arquitecto,l'architetto,கட்டிடக் கலைஞர்,kaṭṭiṭak kalaiñar,వాస్తు శిల్పి,ārkiṭekṭ,ವಾಸ್ತುಶಿಲ್ಪಿ
1068,Occupations,astronaut,宇宙飛行士,uchū hikō-shi,宇航员,yǔháng yuán,우주 비행사,uju bihaengsa,der Astronaut,астронавт,astronavt,l'astronaute,el astronauta,l'astronauta,விண்வெளி வீரர்,viṇveḷi vīrar,రోదసీ వ్యోమగామి,vyōmagāmi,ಖಗೋಳಯಾತ್ರಿ
1069,Occupations,barber,理髪師,rihatsu-shi,理发师,lǐfǎ shī,이발사,ibalsa,der Friseur,парикмахер,parikmakher,le coiffeur,el barbero,il parrucchiere,நாவிதர்,nāvitar,మంగలి,maṅgali,ಕ್ಷೌರಿಕ
1070,Occupations,blacksmith,鍛冶屋,Kajiya,铁匠,tiějiàng,대장장이,daejangjang-i,der Schmied,кузнец,kuznets,le forgeron,el herrero,il fabbro,கொல்லன்,kollaṉ,కమ్మరి,kam'mari,ಕಮ್ಮಾರ
1071,Occupations,boxer,ボクサー,bokusā,拳击手,quánjí shǒu,권투 선수,gwontu seonsu,der Boxer,боксер,bokser,le boxeur,el boxeador,il pugile,குத்துச்சண்டை வீர்ர்,kuttuccaṇṭai vīrr,బాక్సర్,bāksar,ಮುಷ್ಟಿಕಾಳಗದ ಜಟ್ಟಿ
1072,Occupations,bullfighter,闘牛士,tōgyū-shi,斗牛士,dòuniú shì,투우사,tuusa,der Stierkämpfer,тореадор,toreador,le torero,el torero,il torero,எருது அடக்குபவர்,erutu aṭakkupavar,మల్లయోధుడు,bul phaiṭar,ಗೂಳಿಯೊಂದಿಗೆ ಸೆಣೆಸುವವನು
1073,Occupations,bureaucrat,官僚,kanryō,官僚,guānliáo,관료,gwanlyo,der Bürokrat,бюрократ,byurokrat,le bureaucrate,el burócrata,il burocrate,அதிகாரி,atikāri,అధికారి,adhikāri,ಸರ್ಕಾರಿ ಅಧಿಕಾರಿ
1074,Occupations,business trip,出張,shutchō,出差,chūchāi,출장,chuljang,die Dienstreise,служебная командировка,sluzhebnaya komandirovka,le voyage d'affaires,el viaje de negocios,il viaggio di lavoro,வணிகப் பயணம்,vaṇikap payaṇam,వ్యాపార ప్రయాణము,vyāpāra prayāṇaṁ,ಕಾರ್ಯನಿಮಿತ್ತ ಪ್ರಯಾಣ
1075,Occupations,businessman,会社員,kaishain,商人,shāngrén,사업가,sa-eobga,der Geschäftsmann,предприниматель,predprinimatel',l'homme d'affaires,el hombre de negocios,l'uomo d'affari,தொழிலதிபர்,toḻilatipar,వ్యాపారస్థుడు,vyāpārasthuḍu,ವ್ಯಾಪಾರಿ
1076,Occupations,butcher,肉屋,nikuya,屠夫,túfū,정육점 주인,jeong-yugjeom ju-in,der Metzger,мясник,myasnik,le boucher,el carnicero,il macellaio,கசாப்புக்காரன்,kacāppukkāraṉ,కసాయివాడు,kasāyivāḍu,ಕಟುಕ
1077,Occupations,car mechanic,自動車修理工,jidōsha shūrikō,汽车修理工,qìchē xiūlǐgōng,자동차 정비공,jadongcha jeongbigong,der Automechaniker,автомеханик,avtomekhanik,le mécanicien auto,el mecánico de coches,il meccanico,கார் மெக்கானிக்,kār mekkāṉik,కారు మెకానిక్,kāru mekānik,ಕಾರ್ ಯಂತ್ರಕರ್ಮಿ
1078,Occupations,caretaker,管理人,kanrinin,房屋管理员,fángwū guǎnlǐ yuán,관리인,gwanliin,der Hausmeister,смотритель,smotritel',le gardien,el conserje,il custode,பொறுப்பாளர்,poṟuppāḷar,శ్రద్ధ వహించు వ్యక్తి,sanrakṣakuḍu,ಮನೆ ನೋಡಿಕೊಳ್ಳುವವ
1079,Occupations,cleaning lady,掃除婦,sōji-fu,清洁女工,qīngjié nǚgōng,청소부,cheongsobu,die Putzfrau,уборщица,uborshchitsa,la femme de ménage,la señora de la limpieza,la signora delle pulizie,சுத்தப்படுத்தும் பெண்மனி,cuttappaṭuttum peṇmaṉi,శుభ్రపరచు మహిళ,śubhraparacu mahiḷa,ಮನೆಕೆಲಸದವಳು
1080,Occupations,clown,ピエロ,piero,小丑,xiǎochǒu,광대,gwangdae,der Clown,клоун,kloun,le clown,el payaso,il pagliaccio,கோமாளி,kōmāḷi,విదూషకుడు,vidūṣakuḍu,ವಿದೂಷಕ
1081,Occupations,colleague,同僚,dōryō,同事,tóngshì,동료,donglyo,der Kollege,коллега,kollega,le collègue,el compañero de trabajo,il collega,உடன் பணியாற்றுபவர்,uṭaṉ paṇiyāṟṟupavar,సహోద్యోగి,sahōdyōgi,ಸಹೋದ್ಯೋಗಿ
1082,Occupations,conductor,指揮者,shiki-sha,乐队指挥,yuèduì zhǐhuī,지휘자,jihwija,der Dirigent,дирижер,dirizher,le chef d'orchestre,el conductor,il direttore,இசைக்குழுவை வழிநட்த்துபவர்,icaikkuḻuvai vaḻinaṭttupavar,కండక్టర్,kaṇḍakṭar,ಮೇಳ ನಿಯಂತ್ರಕ
1083,Occupations,cook,シェフ,shefu,厨师,chúshī,요리사,yolisa,der Koch,повар,povar,le cuisinier,el cocinero,il cuoco,சமையற்காரர்,camaiyaṟkārar,వంటమనిషి,vaṇṭamaniṣi,ಬಾಣಸಿಗ
1084,Occupations,cowboy,カウボーイ,kaubōi,牛仔,niúzǎi,카우보이,kauboi,der Cowboy,ковбой,kovboy,le cow-boy,el vaquero,il cowboy,ஆயன்,āyaṉ,నీతినియమాలు లేని వ్యక్తి,kaubōy,ಗೋವಳ
1085,Occupations,dentist,歯医者,haisha,牙医,yáyī,치과 의사,chigwa uisa,der Zahnarzt,стоматолог,stomatolog,le dentiste,el dentista,il dentista,பல் மருத்துவர்,pal maruttuvar,దంత వైద్యుడు,danta vaidyuḍu,ದಂತವೈದ್ಯ
1086,Occupations,detective,探偵,tantei,侦探,zhēntàn,탐정,tamjeong,der Detektiv,детектив,detektiv,le détective,el detective,il detective,துப்பறிவாளர்,tuppaṟivāḷar,డిటెక్టివ్,ḍiṭekṭiv,ಪತ್ತೇದಾರ
1087,Occupations,diver,潜水夫,sensui otto,潜水员,qiánshuǐyuán,잠수부,jamsubu,der Taucher,водолаз,vodolaz,le plongeur,el buceador,il subacqueo,ஆழ்கடல் நீச்சல்காரர்,āḻkaṭal nīccalkārar,దూకువ్యక్తి,ḍaivar,ನೀರಿನಲ್ಲಿ ಮುಳುಗುವವನು
1088,Occupations,doctor,博士,hakase,医生,yīshēng,의사,uisa,der Arzt,врач,vrach,le médecin,el médico,il medico,வைத்தியர்,vaittiyar,వైద్యుడు,vaidyuḍu,ವೈದ್ಯ
1089,Occupations,doctor1,博士,hakase,医生,yīshēng,의사,uisa,der Arzt,врач,vrach,le médecin,el médico,il medico,வைத்தியர்,vaittiyar,వైద్యుడు,vaidyuḍu,ವೈದ್ಯ
1090,Occupations,electrician,電気技師,denki gishi,电工,diàngōng,전기 기술자,jeongi gisulja,der Elektriker,электрик,elektrik,l'électricien,el electricista,l'elettricista,மின்சாரப் பணியாளர்,miṉcārap paṇiyāḷar,విద్యుత్ కార్మికుడు,elakṭrīṣiyan,ವಿದ್ಯುತ್ ಕೆಲಸಗಾರ
1091,Occupations,female student,女子学生,joshi gakusei,女学生,nǚ xuéshēng,여학생,yeohagsaeng,die Schülerin,ученица,uchenitsa,l'écolière,la alumna,la studentessa,பெண் மாணவர்,peṇ māṇavar,మహిళా విద్యార్థి,vidyārthini,ವಿದ್ಯಾರ್ಥಿನಿ
1092,Occupations,fireman,消防士,shōbō-shi,消防员,xiāofáng yuán,소방수,sobangsu,der Feuerwehrmann,пожарный,pozharnyy,le pompier,el bombero,il vigile del fuoco,தீயணைப்பு வீர்ர்,tīyaṇaippu vīrr,అగ్నిని ఆర్పు వ్యక్తి,maṇṭalārpē vyakti,ಬೆಂಕಿ ಆರಿಸುವವನು
1093,Occupations,fisherman,漁師,ryōshi,渔夫,yúfū,어부,eobu,der Fischer,рыбак,rybak,le pêcheur,el pescador,il pescatore,மீனவர்,mīṉavar,మత్స్యకారుడు,jālari,ಬೆಸ್ತ
1094,Occupations,football player,サッカー選手,sakkā senshu,足球运动员,zúqiú yùndòngyuán,축구 선수,chuggu seonsu,der Fußballspieler,футболист,futbolist,le joueur de football,el futbolista,il calciatore,கால்பந்து வீரர்,kālpantu vīrar,ఫుట్ బాల్ ఆటగాడు,phuṭ bāl āṭagāḍu,ಕಾಲ್ಚೆಂಡು ಆಟಗಾರ
1095,Occupations,gangster,やくざ,yakuza,歹徒,dǎitú,깡패,kkangpae,der Gangster,бандит,bandit,le gangster,el gángster,il gangster,கொள்ளைக்கூட்டக்காரன்,koḷḷaikkūṭṭakkāraṉ,నేరగాడు,nēragāḍu,ದರೋಡೆಕೋರ
1096,Occupations,gardener,植木屋,ueki-ya,园丁,yuándīng,정원사,jeong-wonsa,der Gärtner,садовник,sadovnik,le jardinier,el jardinero,il giardiniere,தோட்டக்காரன்,tōṭṭakkāraṉ,తోటమాలి,tōṭamāli,ಮಾಲಿ
1097,Occupations,golfer,ゴルファー,gorufā,高尔夫球手,gāo'ěrfū qiú shǒu,골퍼,golpeo,der Golfspieler,игрок в гольф,igrok v gol'f,le golfeur,el golfista,il golfista,கோல்ப் விளையாடுபவர்,kōlp viḷaiyāṭupavar,గోల్ఫ్ క్రీడాకారుడు,gōlph āṭagāḍu,ಗಾಲ್ಫ್ ಆಟಗಾರ
1098,Occupations,guitarist,ギタリスト,gitarisuto,吉他手,jítā shǒu,기타리스트,gitaliseuteu,der Gitarrist,гитарист,gitarist,le guitariste,el guitarrista,il chitarrista,கிட்டார் வாசிப்பவர்,kiṭṭār vācippavar,గిటారిస్ట్,giṭārisṭ,ಗಿಟಾರ್ ವಾದಕ
1099,Occupations,hunter,猟師,ryōshi,猎人,lièrén,사냥꾼,sanyangkkun,der Jäger,охотник,okhotnik,le chasseur,el cazador,il cacciatore,வேட்டைக்காரன்,vēṭṭaikkāraṉ,వేటగాడు,vēṭagāḍu,ಬೇಟೆಗಾರ
1100,Occupations,interior designer,インテリアデザイナー,interiadezainā,室内设计师,shìnèi shèjì shī,인테리어 디자이너,intelieo dijaineo,der Dekorateur,декоратор,dekorator,l'architecte d'intérieur,el decorador,il designer d'interni,உள்ளக வடிவமைப்பாளர்,uḷḷaka vaṭivamaippāḷar,గృహాలంకరణ చేయు వ్యక్తి,iṇṭīriyar ḍijainar,ಒಳಾಂಗಣ ವಿನ್ಯಾಸಗಾರ
1101,Occupations,judge,裁判官,saibankan,法官,fǎguān,판사,pansa,der Richter,судья,sud'ya,le juge,el juez,il giudice,நீதிபதி,nītipati,న్యాయమూర్తి,n'yāyamūrti,ನ್ಯಾಯಾಧೀಶ
1102,Occupations,kayaker,カヤッカー,kayakkā,皮划艇运动员,pí huá tǐng yùndòngyuán,카약 선수,kayag seonsu,der Kajakfahrer,байдарочник,baydarochnik,le kayakiste,el kayakista,il canottiere,பனிக்கடல் படகோட்டி,paṉikkaṭal paṭakōṭṭi,కయాకర్,kayākar,ನಾವಿಕ
1103,Occupations,magician,マジシャン,majishan,魔术师,móshù shī,마술사,masulsa,der Zauberer,маг,mag,le magicien,el mago,il mago,மந்திரவாதி,mantiravāti,ఇంద్రజాలికుడు,indrajālikuḍu,ಮಂತ್ರವಾದಿ
1104,Occupations,male student,男子生徒,danshi seito,男学生,nán xuéshēng,남학생,namhagsaeng,der Schüler,ученик,uchenik,l'écolier,el alumno,lo studente,ஆண் மாணவர்,āṇ māṇavar,మగ విద్యార్థి,vidyārthi,ವಿದ್ಯಾರ್ಥಿ
1105,Occupations,marathon runner,マラソンランナー,marasonran'nā,马拉松选手,mǎlāsōng xuǎnshǒu,마라톤 선수,malaton seonsu,der Marathonläufer,марафонец,marafonets,le marathonien,el corredor de maratón,il maratoneta,மாரத்தான் ஓட்டப்பந்தய வீர்ர்,mārattāṉ ōṭṭappantaya vīrr,మారథాన్ పరుగు రన్నర్,mārathān rannar,ಮ್ಯಾರಥಾನ್ ಓಟಗಾರ
1106,Occupations,musician,音楽家,ongakuka,音乐家,yīnyuè jiā,음악가,eum-agga,der Musiker,музыкант,muzykant,le musicien,el músico,il musicista,இசைக் கலைஞர்,icaik kalaiñar,సంగీతకారుడు,saṅgītavidyānsuḍu,ಸಂಗೀತಗಾರ
1107,Occupations,nun,修道女,shūdō on'na,尼姑,nígū,수녀,sunyeo,die Nonne,монахиня,monakhinya,la religieuse,la monja,la suora,கன்னிகாஸ்த்ரீ,kaṉṉikāstrī,సన్యాసిని,san'yāsini,ಕ್ರೈಸ್ತ ಸನ್ಯಾಸಿನಿ
1108,Occupations,occupation,職業,shokugyō,职业,zhíyè,직업,jig-eob,der Beruf,профессия,professiya,le métier,la profesión,il lavoro,தொழில்,toḻil,వృత్తి,vr̥tti,ಉದ್ಯೋಗ
1109,Occupations,ophthalmologist,眼科医,gankai,眼科医生,yǎnkē yīshēng,안과 의사,angwa uisa,der Augenarzt,окулист,okulist,l'ophtalmologiste,el oftalmólogo,l'oculista,கண் மருத்துவர்,kaṇ maruttuvar,నేత్ర వైద్యుడు,nētra vaidyuḍu,ಕಣ್ಣಿನ ವೈದ್ಯ
1110,Occupations,optician,検眼士,kengan-shi,眼镜商,yǎnjìng shāng,안경사,angyeongsa,der Optiker,оптик,optik,l'opticien,el óptico,l'ottico,மூக்குக்கண்ணாடி விற்பவர்,mūkkukkaṇṇāṭi viṟpavar,దృష్ఠి శాస్త్రజ్ఞుడు,āpṭīṣiyan,ಕನ್ನಡಕಗಳ ಮಾರಾಟಗಾರ
1111,Occupations,painter,画家,gaka,画家,huà jiā,화가,hwaga,der Maler,художник,khudozhnik,le peintre,el pintor,il pittore,வண்ணம் பூசுபவர்,vaṇṇam pūcupavar,పెయింటర్,peyiṇṭar,ಬಣ್ಣ ಹಚ್ಚುವವನು
1112,Occupations,paper boy,新聞少年,shinbun shōnen,报童,bàotóng,신문 배달원,sinmun baedal-won,der Zeitungsbote,разносчик газет,raznoschik gazet,le livreur de journaux,el repartidor de periódicos,il ragazzo dei giornali,செய்தித்தாள் விநியோகிப்பவர்,ceytittāḷ viniyōkippavar,పత్రికలు వేయు బాలుడు,pēpar bāy,ದಿನಪತ್ರಿಕೆ ಹಂಚುವ ಹುಡುಗ
1113,Occupations,photographer,カメラマン,kameraman,摄影师,shèyǐng shī,사진작가,sajinjagga,der Fotograf,фотограф,fotograf,le photographe,el fotógrafo,il fotografo,நிழற்படம் எடுப்பவர்,niḻaṟpaṭam eṭuppavar,ఫోటోగ్రాఫర్,phōṭōgrāphar,ಛಾಯಗ್ರಾಹಕ
1114,Occupations,pirate,海賊,kaizoku,海盗,hǎidào,해적,haejeog,der Pirat,пират,pirat,le pirate,el pirata,il pirata,கப்பற் கொள்ளைக்காரன்,kappaṟ koḷḷaikkāraṉ,దోపిడీదారు,samudrapu doṅga,ಕಡಲ್ಗಳ್ಳ
1115,Occupations,plumber,配管工,haikan kō,水管工,shuǐguǎn gōng,배관공,baegwangong,der Klempner,сантехник,santekhnik,le plombier,el fontanero,l'idraulico,குழாய் செப்பனிடுபவர்,kuḻāy ceppaṉiṭupavar,ప్లంబర్,plambar,ನಲ್ಲಿ ರಿಪೇರಿ ಮಾಡುವವನು
1116,Occupations,policeman,警官,keikan,警察,jǐngchá,경찰,gyeongchal,der Polizist,полицейский,politseyskiy,le policier,el policía,il poliziotto,போலீஸ்காரர்,pōlīskārar,పోలీసు,pōlīsu,ಆರಕ್ಷಕ
1117,Occupations,porter,運搬人,unpan hito,搬运工,bānyùn gōng,짐꾼,jimkkun,der Gepäckträger,носильщик,nosil'shchik,le porteur,el portero,il fattorino,சுமை தூக்குபவர்,cumai tūkkupavar,రైల్వే కూలీ,railvē kūlī,ಹಮಾಲಿ
1118,Occupations,prisoner,囚人,shūjin,囚犯,qiúfàn,죄수,joesu,der Gefangene,заключенный,zaklyuchennyy,le prisonnier,el prisionero,il prigioniero,கைதி,kaiti,ఖైదీ,khaidī,ಸೆರೆವಾಸಿ
1119,Occupations,secretary,秘書,hisho,秘书,mìshū,비서,biseo,die Sekretärin,секретарь,sekretar',le secrétaire,el secretario,la segretaria,காரியதரிசி,kāriyatarici,కార్యదర్శి,kāryadarśi,ಕಾರ್ಯದರ್ಶಿ
1120,Occupations,spy,スパイ,supai,间谍,jiàndié,스파이,seupai,der Spion,шпион,shpion,l'espion,el espía,la spia,வேவுக்காரன்,vēvukkāraṉ,గూఢచారి,gūḍhacāri,ಗೂಢಚಾರ
1121,Occupations,surgeon,外科医,gekai,外科医生,wàikē yīshēng,외과 의사,oegwa uisa,der Chirurg,хирург,khirurg,le chirurgien,el cirujano,il chirurgo,அறுவை சிகிச்சை நிபுணர்,aṟuvai cikiccai nipuṇar,శస్త్రవైద్యుడు,sarjan,ಶಸ್ತ್ರ ವೈದ್ಯ
1122,Occupations,teacher,教師,kyōshi,老师,lǎoshī,교사,gyosa,die Lehrerin,учительница,uchitel'nitsa,l'enseignante,el maestro,l'insegnante,ஆசிரியர்,āciriyar,ఉపాధ్యాయుడు,upādhyāyuḍu,ಗುರು
1123,Occupations,thief,泥棒,dorobō,小偷,xiǎotōu,도둑,dodug,der Dieb,вор,vor,le voleur,el ladrón,il ladro,திருடன்,tiruṭaṉ,దొంగ,doṅga,ಕಳ್ಳ
1124,Occupations,truck driver,トラック運転手,torakku untenshu,卡车司机,kǎchē sījī,트럭 운전사,teuleog unjeonsa,der Lkw-Fahrer,водитель грузовика,voditel' gruzovika,le chauffeur de poids lourds,el camionero,il camionista,லாரி டிரைவர்,lāri ṭiraivar,ట్రక్ డ్రైవర్,ṭrak ḍraivar,ಭಾರಿವಾಹನ ಚಾಲಕ
1125,Occupations,unemployment,失業,shitsugyō,失业,shīyè,실업,sil-eob,die Arbeitslosigkeit,безработица,bezrabotitsa,le chômage,el desempleo,la disoccupazione,வேலையில்லாமை,vēlaiyillāmai,నిరుద్యోగము,nirudyōgaṁ,ನಿರುದ್ಯೋಗ
1126,Occupations,waitress,ウエートレス,uētoresu,女服务员,nǚ fúwù yuán,웨이트리스,weiteuliseu,die Kellnerin,официантка,ofitsiantka,la serveuse,la camarera,la cameriera,பணியாளர்,paṇiyāḷar,సేవకురాలు,sēvakurālu,ಪರಿಚಾರಕಿ
1127,Occupations,window cleaner,窓拭き,madofuki,门窗清洁工,ménchuāng qīngjié gōng,창문 닦는 사람,changmun dakkneun salam,der Fensterputzer,мойщик окон,moyshchik okon,le laveur de vitres,el limpiacristales,la lavavetri,ஜன்னல் துப்புரவாளர்,jaṉṉal tuppuravāḷar,కిటికీలు శుభ్రపరచునది,kiṭikīlu śubhraparacunadi,ಕಿಟಕಿಗಳನ್ನು ಶುಚಿಮಾಡುವವನು
1128,Occupations,work,仕事,shigoto,工作,gōngzuò,일,il,die Arbeit,работа,rabota,le travail,el trabajo,il lavoro,வேலை,vēlai,పని,pani,ಕೆಲಸ
1129,Occupations,worker,労働者,rōdō-sha,工人,gōngrén,노동자,nodongja,der Arbeiter,рабочий,rabochiy,le travailleur,el obrero,il lavoratore,தொழிலாளி,toḻilāḷi,కార్మికుడు,kārmikuḍu,ಕೆಲಸಗಾರ
1130,Vegetables,Brussels sprout,芽キャベツ,mekyabetsu,球芽甘蓝,qiú yá gānlán,방울 양배추,bang-ul yangbaechu,der Rosenkohl,брюссельская капуста,bryussel'skaya kapusta,le chou de Bruxelles,la col de Bruselas,i cavolini di Bruxelles,பிரஸ்ஸல்ஸ் ஸ்ப்ரௌட்,piras'sals sprauṭ,బ్రస్సెల్స్ చిగురించు,oka rakaṁ kyābējī,ಕೆಂಪು ಕೋಸು
1131,Vegetables,artichoke,アーティチョーク,ātichōku,朝鲜蓟,cháoxiǎn jì,아티초크,atichokeu,die Artischocke,артишок,artishok,l'artichaut,la alcachofa,il carciofo,கூனைப்பூ,kūṉaippū,దుంప,hāṭīcōku,ಆರ್ಟಿಚೋಕ್
1132,Vegetables,asparagus,アスパラガス,asuparagasu,芦笋,lúsǔn,아스파라거스,aseupalageoseu,der Spargel,спаржа,sparzha,l'asperge,el espárrago,l'asparago,தண்ணீர்விட்டான் கிழங்கு,taṇṇīrviṭṭāṉ kiḻaṅku,ఆకుకూర\, తోటకూర,śatamūli,ಆಸ್ಪ್ಯರಾಗಸ್
1133,Vegetables,avocado,アボカド,abokado,鳄梨,è lí,아보카도,abokado,die Avocado,авокадо,avokado,l'avocat,el aguacate,l'avocado,வெண்ணெய்ப் பழம்,veṇṇeyp paḻam,అవెకాడో పండు,avekāḍō paṇḍu,ಅವೊಕಾಡೊ
1134,Vegetables,beans,豆,mame,豆类,dòu lèi,콩,kong,die Bohnen,фасоль,fasol',les haricots,las judías,i fagioli,பீன்ஸ் அவரை,pīṉs avarai,చిక్కుడు,cikkuḍu,ಹುರುಳಿಕಾಯಿ
1135,Vegetables,bell pepper,ピーマン,pīman,柿子椒,shìzijiāo,피망,pimang,die Paprika,перец,perets,le poivron,el pimiento,il peperone,குடைமிளகாய்,kuṭaimiḷakāy,గంట మిరియాలు,simlā mirci,ದಪ್ಪ ಮೆಣಸಿನಕಾಯಿ
1136,Vegetables,broccoli,ブロッコリー,burokkorī,西兰花,xī lánhuā,브로콜리,beulokolli,der Brokkoli,брокколи,brokkoli,le brocoli,el brócoli,i broccoli,பச்சைப் பூக் கோஸ்,paccaip pūk kōs,బ్రోకలీ,brōkalī,ಬ್ರೊಕೊಲಿ
1137,Vegetables,cabbage,キャベツ,kyabetsu,卷心菜,juǎnxīncài,양배추,yangbaechu,der Kohl,капуста,kapusta,le chou,el repollo,il cavolo,முட்டைக்கோஸ்,muṭṭaikkōs,క్యాబేజీ,kyābējī,ಎಲೆ ಕೋಸು
1138,Vegetables,cabbage turnip,キャベツカブラ,kyabetsukabura,苤蓝,piě lán,양배추 순무,yangbaechu sunmu,der Kohlrabi,кольраби,kol'rabi,le chou-rave,el colirrábano,la rapa,முட்டைக்கோஸ் டர்னிப்,muṭṭaikkōs ṭarṉip,క్యాబేజీ వోక,oka rakamaina kyābējī,ಗೆಡ್ಡೆ ಕೋಸು
1139,Vegetables,carrot,ニンジン,ninjin,胡萝卜,húluóbo,당근,dang-geun,die Karotte,морковь,morkov',la carotte,la zanahoria,la carota,கேரட்,kēraṭ,క్యారట్ దుంప,kyāreṭ,ಕ್ಯಾರೆಟ್
